categoria,nome_produto,preco_casanova,preco_medio_mercado,gap_pct
Iluminação,Produto Iluminação 86,580.77,565.28,2.74
Cozinha,Produto Cozinha 125,819.62,798.0,2.71
Decoração,Produto Decoração 147,701.87,683.34,2.71
Decoração,Produto Decoração 10,375.67,365.78,2.7
Jardim,Produto Jardim 91,299.79,291.91,2.7
Iluminação,Produto Iluminação 111,564.11,549.26,2.7
Outros,Produto Banheiro 3,145.28,141.48,2.69
Decoração,Produto Decoração 78,838.02,816.09,2.69
Cozinha,Produto Cozinha 125,819.62,798.14,2.69
Móveis,Produto Móveis 127,725.7,706.66,2.69
Decoração,Produto Decoração 78,838.02,816.23,2.67
Móveis,Produto Móveis 127,725.7,706.8,2.67
Jardim,Produto Jardim 65,20.81,20.27,2.66
Outros,Produto Decoração 5,516.93,503.63,2.64
Móveis,Produto Móveis 63,205.33,200.04,2.64
Banheiro,Produto Banheiro 137,739.01,719.97,2.64
Jardim,Produto Jardim 87,442.6,431.27,2.63
Banheiro,Produto Banheiro 113,236.44,230.37,2.63
Móveis,Produto Móveis 127,725.7,707.13,2.63
Cozinha,Produto Cozinha 131,528.53,514.99,2.63
Iluminação,Produto Iluminação 145,254.26,247.8,2.61
Decoração,Produto Decoração 31,339.55,330.97,2.59
Banheiro,Produto Banheiro 143,497.86,485.32,2.58
Banheiro,Produto Banheiro 43,274.67,267.78,2.57
Iluminação,Produto Iluminação 111,564.11,549.96,2.57
Decoração,Produto Decoração 84,282.85,275.82,2.55
Iluminação,Produto Iluminação 86,580.77,566.33,2.55
Decoração,Produto Decoração 139,681.58,664.62,2.55
Iluminação,Produto Iluminação 27,799.48,779.71,2.54
Móveis,Produto Móveis 118,178.03,173.62,2.54
Jardim,Produto Jardim 59,686.07,669.14,2.53
Móveis,Produto Móveis 118,178.03,173.64,2.53
Jardim,Produto Jardim 55,206.05,200.99,2.52
Jardim,Produto Jardim 91,299.79,292.43,2.52
Banheiro,Produto Banheiro 106,657.47,641.28,2.52
Decoração,Produto Decoração 78,838.02,817.53,2.51
Móveis,Produto Móveis 150,535.11,522.01,2.51
Banheiro,Produto Banheiro 106,657.47,641.47,2.49
Cozinha,Produto Cozinha 131,528.53,515.85,2.46
Iluminação,Produto Iluminação 145,254.26,248.15,2.46
Iluminação,Produto Iluminação 111,564.11,550.63,2.45
Banheiro,Produto Banheiro 106,657.47,641.78,2.44
Móveis,Produto Móveis 18,821.3,801.8,2.43
Banheiro,Produto Banheiro 113,236.44,230.83,2.43
Iluminação,Produto Iluminação 27,799.48,780.88,2.38
Jardim,Produto Jardim 93,230.38,225.03,2.38
Decoração,Produto Decoração 64,698.04,681.85,2.37
Cozinha,Produto Cozinha 131,528.53,516.29,2.37
Jardim,Produto Jardim 66,363.54,355.24,2.34
Móveis,Produto Móveis 77,135.99,132.88,2.34
Jardim,Produto Jardim 40,314.32,307.17,2.33
Banheiro,Produto Banheiro 143,497.86,486.55,2.32
Decoração,Produto Decoração 10,375.67,367.2,2.31
Banheiro,Produto Banheiro 113,236.44,231.12,2.3
Jardim,Produto Jardim 55,206.05,201.43,2.29
Jardim,Produto Jardim 51,41.24,40.32,2.28
Jardim,Produto Jardim 65,20.81,20.35,2.26
Jardim,Produto Jardim 66,363.54,355.5,2.26
Banheiro,Produto Banheiro 113,236.44,231.21,2.26
Cozinha,Produto Cozinha 125,819.62,801.57,2.25
Outros,Produto Banheiro 3,145.28,142.1,2.24
Iluminação,Produto Iluminação 27,799.48,781.98,2.24
Banheiro,Produto Banheiro 137,739.01,722.85,2.24
Móveis,Produto Móveis 18,821.3,803.63,2.2
Iluminação,Produto Iluminação 27,799.48,782.24,2.2
Decoração,Produto Decoração 84,282.85,276.76,2.2
Iluminação,Produto Iluminação 145,254.26,248.78,2.2
Outros,Produto Banheiro 3,145.28,142.18,2.18
Decoração,Produto Decoração 147,701.87,686.88,2.18
Jardim,Produto Jardim 23,231.08,226.18,2.17
Outros,Produto Decoração 5,516.93,505.98,2.16
Jardim,Produto Jardim 91,299.79,293.46,2.16
Banheiro,Produto Banheiro 106,657.47,643.61,2.15
Cozinha,Produto Cozinha 69,448.19,438.86,2.13
Decoração,Produto Decoração 64,698.04,683.56,2.12
Iluminação,Produto Iluminação 27,799.48,783.07,2.1
Jardim,Produto Jardim 66,363.54,356.06,2.1
Jardim,Produto Jardim 91,299.79,293.62,2.1
Banheiro,Produto Banheiro 143,497.86,487.6,2.1
Decoração,Produto Decoração 126,260.86,255.52,2.09
Outros,Produto Banheiro 3,145.28,142.32,2.08
Móveis,Produto Móveis 118,178.03,174.4,2.08
Móveis,Produto Móveis 150,535.11,524.21,2.08
Decoração,Produto Decoração 78,838.02,821.0,2.07
Banheiro,Produto Banheiro 143,497.86,487.84,2.05
Móveis,Produto Móveis 118,178.03,174.53,2.01
Decoração,Produto Decoração 123,27.91,27.36,2.01
Móveis,Produto Móveis 127,725.7,711.4,2.01
Móveis,Produto Móveis 150,535.11,524.6,2.0
Iluminação,Produto Iluminação 27,799.48,783.85,1.99
Banheiro,Produto Banheiro 137,739.01,724.68,1.98
Jardim,Produto Jardim 55,206.05,202.06,1.97
Cozinha,Produto Cozinha 125,819.62,803.76,1.97
Jardim,Produto Jardim 65,20.81,20.41,1.96
Jardim,Produto Jardim 59,686.07,672.99,1.94
Cozinha,Produto Cozinha 75,57.98,56.88,1.93
Móveis,Produto Móveis 150,535.11,525.01,1.92
Decoração,Produto Decoração 10,375.67,368.64,1.91
Decoração,Produto Decoração 84,282.85,277.55,1.91
Cozinha,Produto Cozinha 74,523.99,514.23,1.9
Cozinha,Produto Cozinha 131,528.53,518.7,1.9
Banheiro,Produto Banheiro 143,497.86,488.58,1.9
Banheiro,Produto Banheiro 13,395.82,388.49,1.89
Cozinha,Produto Cozinha 74,523.99,514.35,1.87
Jardim,Produto Jardim 23,231.08,226.87,1.86
Jardim,Produto Jardim 91,299.79,294.32,1.86
Banheiro,Produto Banheiro 137,739.01,725.5,1.86
Banheiro,Produto Banheiro 106,657.47,645.5,1.85
Iluminação,Produto Iluminação 111,564.11,553.91,1.84
Outros,Produto Decoração 5,516.93,507.65,1.83
Jardim,Produto Jardim 55,206.05,202.35,1.83
Móveis,Produto Móveis 18,821.3,806.65,1.82
Cozinha,Produto Cozinha 74,523.99,514.61,1.82
Cozinha,Produto Cozinha 125,819.62,805.01,1.81
Jardim,Produto Jardim 93,230.38,226.31,1.8
Iluminação,Produto Iluminação 145,254.26,249.76,1.8
Iluminação,Produto Iluminação 145,254.26,249.84,1.77
Jardim,Produto Jardim 51,41.24,40.53,1.75
Outros,Produto Decoração 5,516.93,508.09,1.74
Banheiro,Produto Banheiro 43,274.67,269.98,1.74
Banheiro,Produto Banheiro 143,497.86,489.33,1.74
Jardim,Produto Jardim 91,299.79,294.71,1.72
Banheiro,Produto Banheiro 113,236.44,232.44,1.72
Decoração,Produto Decoração 123,27.91,27.44,1.71
Banheiro,Produto Banheiro 137,739.01,726.7,1.69
Móveis,Produto Móveis 18,821.3,807.72,1.68
Jardim,Produto Jardim 51,41.24,40.56,1.68
Cozinha,Produto Cozinha 131,528.53,519.82,1.68
Banheiro,Produto Banheiro 143,497.86,489.62,1.68
Cozinha,Produto Cozinha 33,249.58,245.49,1.67
Jardim,Produto Jardim 93,230.38,226.59,1.67
Móveis,Produto Móveis 127,725.7,713.82,1.66
Cozinha,Produto Cozinha 73,252.84,248.73,1.65
Jardim,Produto Jardim 23,231.08,227.35,1.64
Móveis,Produto Móveis 63,205.33,202.03,1.63
Cozinha,Produto Cozinha 73,252.84,248.8,1.62
Iluminação,Produto Iluminação 145,254.26,250.24,1.61
Decoração,Produto Decoração 119,249.44,245.51,1.6
Iluminação,Produto Iluminação 145,254.26,250.25,1.6
Cozinha,Produto Cozinha 75,57.98,57.08,1.58
Móveis,Produto Móveis 63,205.33,202.15,1.57
Decoração,Produto Decoração 123,27.91,27.48,1.56
Iluminação,Produto Iluminação 86,580.77,571.88,1.55
Jardim,Produto Jardim 92,787.12,775.21,1.54
Decoração,Produto Decoração 122,778.91,767.12,1.54
Outros,Produto Decoração 5,516.93,509.12,1.53
Decoração,Produto Decoração 84,282.85,278.6,1.53
Cozinha,Produto Cozinha 33,249.58,245.84,1.52
Cozinha,Produto Cozinha 75,57.98,57.11,1.52
Móveis,Produto Móveis 63,205.33,202.27,1.51
Decoração,Produto Decoração 126,260.86,256.98,1.51
Iluminação,Produto Iluminação 111,564.11,555.79,1.5
Jardim,Produto Jardim 23,231.08,227.68,1.49
Decoração,Produto Decoração 31,339.55,334.58,1.49
Iluminação,Produto Iluminação 145,254.26,250.59,1.46
Cozinha,Produto Cozinha 19,269.35,265.49,1.45
Decoração,Produto Decoração 123,27.91,27.51,1.45
Iluminação,Produto Iluminação 86,580.77,572.53,1.44
Cozinha,Produto Cozinha 33,249.58,246.07,1.43
Decoração,Produto Decoração 122,778.91,767.94,1.43
Decoração,Produto Decoração 126,260.86,257.18,1.43
Cozinha,Produto Cozinha 75,57.98,57.17,1.42
Jardim,Produto Jardim 23,231.08,227.9,1.4
Cozinha,Produto Cozinha 69,448.19,442.01,1.4
Cozinha,Produto Cozinha 73,252.84,249.41,1.38
Cozinha,Produto Cozinha 75,57.98,57.19,1.38
Banheiro,Produto Banheiro 137,739.01,728.98,1.38
Cozinha,Produto Cozinha 33,249.58,246.21,1.37
Móveis,Produto Móveis 150,535.11,527.9,1.37
Decoração,Produto Decoração 139,681.58,672.5,1.35
Iluminação,Produto Iluminação 145,254.26,250.95,1.32
Cozinha,Produto Cozinha 73,252.84,249.56,1.31
Iluminação,Produto Iluminação 86,580.77,573.27,1.31
Móveis,Produto Móveis 118,178.03,175.75,1.3
Jardim,Produto Jardim 23,231.08,228.17,1.28
Cozinha,Produto Cozinha 42,291.3,287.62,1.28
Banheiro,Produto Banheiro 137,739.01,729.7,1.28
Outros,Produto Banheiro 1,327.74,323.63,1.27
Cozinha,Produto Cozinha 33,249.58,246.45,1.27
Decoração,Produto Decoração 31,339.55,335.38,1.24
Jardim,Produto Jardim 55,206.05,203.54,1.23
Decoração,Produto Decoração 10,375.67,371.15,1.22
Banheiro,Produto Banheiro 113,236.44,233.61,1.21
Banheiro,Produto Banheiro 137,739.01,730.25,1.2
Decoração,Produto Decoração 84,282.85,279.53,1.19
Móveis,Produto Móveis 127,725.7,717.2,1.19
Cozinha,Produto Cozinha 74,523.99,517.88,1.18
Jardim,Produto Jardim 40,314.32,310.72,1.16
Decoração,Produto Decoração 123,27.91,27.59,1.16
Iluminação,Produto Iluminação 111,564.11,557.75,1.14
Outros,Produto Banheiro 1,327.74,324.07,1.13
Móveis,Produto Móveis 63,205.33,203.03,1.13
Decoração,Produto Decoração 122,778.91,770.18,1.13
Iluminação,Produto Iluminação 145,254.26,251.43,1.13
Jardim,Produto Jardim 65,20.81,20.58,1.12
Decoração,Produto Decoração 84,282.85,279.73,1.12
Iluminação,Produto Iluminação 111,564.11,557.88,1.12
Outros,Produto Banheiro 1,327.74,324.13,1.11
Móveis,Produto Móveis 118,178.03,176.08,1.11
Banheiro,Produto Banheiro 143,497.86,492.4,1.11
Outros,Produto Decoração 5,516.93,511.3,1.1
Cozinha,Produto Cozinha 75,57.98,57.35,1.1
Iluminação,Produto Iluminação 111,564.11,557.98,1.1
Móveis,Produto Móveis 150,535.11,529.27,1.1
Decoração,Produto Decoração 126,260.86,258.05,1.09
Jardim,Produto Jardim 51,41.24,40.8,1.08
Móveis,Produto Móveis 118,178.03,176.13,1.08
Cozinha,Produto Cozinha 125,819.62,810.83,1.08
Outros,Produto Banheiro 1,327.74,324.26,1.07
Jardim,Produto Jardim 59,686.07,678.83,1.07
Móveis,Produto Móveis 150,535.11,529.47,1.07
Iluminação,Produto Iluminação 86,580.77,574.68,1.06
Decoração,Produto Decoração 122,778.91,770.71,1.06
Cozinha,Produto Cozinha 125,819.62,811.02,1.06
Banheiro,Produto Banheiro 143,497.86,492.66,1.06
Outros,Produto Banheiro 1,327.74,324.36,1.04
Banheiro,Produto Banheiro 43,274.67,271.83,1.04
Jardim,Produto Jardim 59,686.07,679.01,1.04
Jardim,Produto Jardim 91,299.79,296.71,1.04
Decoração,Produto Decoração 130,491.0,485.93,1.04
Banheiro,Produto Banheiro 62,280.53,277.68,1.03
Iluminação,Produto Iluminação 86,580.77,574.9,1.02
Cozinha,Produto Cozinha 52,277.49,274.74,1.0
Decoração,Produto Decoração 10,375.67,371.97,0.99
Cozinha,Produto Cozinha 33,249.58,247.19,0.97
Cozinha,Produto Cozinha 42,291.3,288.49,0.97
Decoração,Produto Decoração 122,778.91,771.43,0.97
Cozinha,Produto Cozinha 33,249.58,247.22,0.95
Cozinha,Produto Cozinha 42,291.3,288.65,0.92
Cozinha,Produto Cozinha 52,277.49,274.97,0.92
Decoração,Produto Decoração 119,249.44,247.19,0.91
Cozinha,Produto Cozinha 75,57.98,57.46,0.9
Cozinha,Produto Cozinha 19,269.35,266.97,0.89
Decoração,Produto Decoração 78,838.02,830.69,0.88
Banheiro,Produto Banheiro 113,236.44,234.38,0.88
Jardim,Produto Jardim 59,686.07,680.14,0.87
Cozinha,Produto Cozinha 125,819.62,812.55,0.87
Iluminação,Produto Iluminação 86,580.77,575.86,0.85
Jardim,Produto Jardim 51,41.24,40.9,0.83
Decoração,Produto Decoração 147,701.87,696.07,0.83
Decoração,Produto Decoração 84,282.85,280.75,0.75
Cozinha,Produto Cozinha 125,819.62,813.49,0.75
Banheiro,Produto Banheiro 30,52.76,52.37,0.74
Cozinha,Produto Cozinha 75,57.98,57.56,0.73
Decoração,Produto Decoração 126,260.86,259.03,0.71
Cozinha,Produto Cozinha 131,528.53,524.81,0.71
Decoração,Produto Decoração 126,260.86,259.04,0.7
Móveis,Produto Móveis 63,205.33,203.95,0.68
Banheiro,Produto Banheiro 106,657.47,653.06,0.68
Banheiro,Produto Banheiro 30,52.76,52.41,0.67
Iluminação,Produto Iluminação 145,254.26,252.56,0.67
Móveis,Produto Móveis 150,535.11,531.54,0.67
Iluminação,Produto Iluminação 12,258.94,257.25,0.66
Móveis,Produto Móveis 118,178.03,176.88,0.65
Iluminação,Produto Iluminação 145,254.26,252.62,0.65
Banheiro,Produto Banheiro 62,280.53,278.78,0.63
Decoração,Produto Decoração 126,260.86,259.23,0.63
Decoração,Produto Decoração 78,838.02,832.85,0.62
Decoração,Produto Decoração 122,778.91,774.08,0.62
Banheiro,Produto Banheiro 137,739.01,734.55,0.61
Móveis,Produto Móveis 150,535.11,531.91,0.6
Outros,Produto Banheiro 1,327.74,325.81,0.59
Outros,Produto Decoração 5,516.93,513.98,0.57
Jardim,Produto Jardim 23,231.08,229.76,0.57
Decoração,Produto Decoração 126,260.86,259.37,0.57
Decoração,Produto Decoração 139,681.58,677.72,0.57
Banheiro,Produto Banheiro 13,395.82,393.6,0.56
Iluminação,Produto Iluminação 111,564.11,560.98,0.56
Decoração,Produto Decoração 135,315.18,313.48,0.54
Banheiro,Produto Banheiro 137,739.01,735.02,0.54
Jardim,Produto Jardim 59,686.07,682.43,0.53
Decoração,Produto Decoração 135,315.18,313.56,0.52
Jardim,Produto Jardim 59,686.07,682.61,0.51
Decoração,Produto Decoração 119,249.44,248.18,0.51
Decoração,Produto Decoração 31,339.55,337.97,0.47
Cozinha,Produto Cozinha 69,448.19,446.08,0.47
Banheiro,Produto Banheiro 137,739.01,735.55,0.47
Banheiro,Produto Banheiro 30,52.76,52.52,0.46
Decoração,Produto Decoração 31,339.55,337.99,0.46
Cozinha,Produto Cozinha 38,605.23,602.5,0.45
Cozinha,Produto Cozinha 125,819.62,815.91,0.45
Iluminação,Produto Iluminação 27,799.48,796.07,0.43
Móveis,Produto Móveis 63,205.33,204.46,0.43
Jardim,Produto Jardim 65,20.81,20.72,0.43
Decoração,Produto Decoração 139,681.58,678.66,0.43
Banheiro,Produto Banheiro 30,52.76,52.54,0.42
Banheiro,Produto Banheiro 13,395.82,394.21,0.41
Banheiro,Produto Banheiro 43,274.67,273.56,0.41
Cozinha,Produto Cozinha 74,523.99,522.01,0.38
Decoração,Produto Decoração 31,339.55,338.31,0.37
Cozinha,Produto Cozinha 42,291.3,290.24,0.37
Banheiro,Produto Banheiro 43,274.67,273.67,0.37
Decoração,Produto Decoração 31,339.55,338.33,0.36
Jardim,Produto Jardim 87,442.6,441.0,0.36
Decoração,Produto Decoração 112,93.22,92.89,0.36
Móveis,Produto Móveis 118,178.03,177.39,0.36
Iluminação,Produto Iluminação 27,799.48,796.68,0.35
Decoração,Produto Decoração 31,339.55,338.36,0.35
Outros,Produto Banheiro 1,327.74,326.63,0.34
Decoração,Produto Decoração 31,339.55,338.5,0.31
Banheiro,Produto Banheiro 113,236.44,235.7,0.31
Banheiro,Produto Banheiro 13,395.82,394.67,0.29
Móveis,Produto Móveis 127,725.7,723.57,0.29
Jardim,Produto Jardim 23,231.08,230.44,0.28
Banheiro,Produto Banheiro 106,657.47,655.62,0.28
Iluminação,Produto Iluminação 86,580.77,579.27,0.26
Iluminação,Produto Iluminação 12,258.94,258.29,0.25
Decoração,Produto Decoração 130,491.0,489.91,0.22
Iluminação,Produto Iluminação 145,254.26,253.71,0.22
Iluminação,Produto Iluminação 86,580.77,579.56,0.21
Outros,Produto Banheiro 1,327.74,327.1,0.2
Móveis,Produto Móveis 63,205.33,204.97,0.18
Jardim,Produto Jardim 23,231.08,230.7,0.16
Banheiro,Produto Banheiro 106,657.47,656.45,0.16
Jardim,Produto Jardim 91,299.79,299.34,0.15
Jardim,Produto Jardim 23,231.08,230.76,0.14
Iluminação,Produto Iluminação 27,799.48,798.38,0.14
Iluminação,Produto Iluminação 111,564.11,563.38,0.13
Banheiro,Produto Banheiro 106,657.47,656.69,0.12
Móveis,Produto Móveis 150,535.11,534.46,0.12
Outros,Produto Banheiro 1,327.74,327.4,0.1
Decoração,Produto Decoração 31,339.55,339.26,0.09
Iluminação,Produto Iluminação 12,258.94,258.75,0.07
Jardim,Produto Jardim 51,41.24,41.21,0.07
Cozinha,Produto Cozinha 74,523.99,523.63,0.07
Cozinha,Produto Cozinha 69,448.19,447.92,0.06
Jardim,Produto Jardim 87,442.6,442.32,0.06
Jardim,Produto Jardim 51,41.24,41.22,0.05
Iluminação,Produto Iluminação 12,258.94,258.83,0.04
Cozinha,Produto Cozinha 74,523.99,523.78,0.04
Jardim,Produto Jardim 55,206.05,205.99,0.03
Cozinha,Produto Cozinha 75,57.98,57.96,0.03
Decoração,Produto Decoração 10,375.67,375.63,0.01
Banheiro,Produto Banheiro 13,395.82,395.82,0.0
Jardim,Produto Jardim 87,442.6,442.61,-0.0
Jardim,Produto Jardim 87,442.6,442.68,-0.02
Decoração,Produto Decoração 130,491.0,491.09,-0.02
Iluminação,Produto Iluminação 12,258.94,259.03,-0.03
Cozinha,Produto Cozinha 38,605.23,605.39,-0.03
Jardim,Produto Jardim 91,299.79,299.89,-0.03
Móveis,Produto Móveis 63,205.33,205.5,-0.08
Cozinha,Produto Cozinha 52,277.49,277.73,-0.09
Decoração,Produto Decoração 135,315.18,315.5,-0.1
Jardim,Produto Jardim 23,231.08,231.33,-0.11
Banheiro,Produto Banheiro 62,280.53,280.85,-0.11
Iluminação,Produto Iluminação 146,40.47,40.52,-0.12
Decoração,Produto Decoração 135,315.18,315.6,-0.13
Jardim,Produto Jardim 51,41.24,41.3,-0.15
Móveis,Produto Móveis 127,725.7,726.8,-0.15
Iluminação,Produto Iluminação 146,40.47,40.53,-0.15
Iluminação,Produto Iluminação 86,580.77,581.7,-0.16
Móveis,Produto Móveis 63,205.33,205.7,-0.18
Iluminação,Produto Iluminação 12,258.94,259.43,-0.19
Móveis,Produto Móveis 63,205.33,205.78,-0.22
Jardim,Produto Jardim 65,20.81,20.86,-0.24
Cozinha,Produto Cozinha 69,448.19,449.33,-0.25
Jardim,Produto Jardim 91,299.79,300.58,-0.26
Cozinha,Produto Cozinha 19,269.35,270.08,-0.27
Jardim,Produto Jardim 51,41.24,41.36,-0.29
Jardim,Produto Jardim 59,686.07,688.14,-0.3
Cozinha,Produto Cozinha 19,269.35,270.24,-0.33
Móveis,Produto Móveis 150,535.11,536.86,-0.33
Banheiro,Produto Banheiro 30,52.76,52.94,-0.34
Decoração,Produto Decoração 135,315.18,316.24,-0.34
Banheiro,Produto Banheiro 113,236.44,237.3,-0.36
Jardim,Produto Jardim 23,231.08,231.93,-0.37
Móveis,Produto Móveis 127,725.7,728.4,-0.37
Cozinha,Produto Cozinha 73,252.84,253.8,-0.38
Cozinha,Produto Cozinha 38,605.23,607.6,-0.39
Cozinha,Produto Cozinha 38,605.23,607.61,-0.39
Jardim,Produto Jardim 87,442.6,444.38,-0.4
Decoração,Produto Decoração 78,838.02,841.45,-0.41
Banheiro,Produto Banheiro 30,52.76,52.98,-0.42
Decoração,Produto Decoração 130,491.0,493.08,-0.42
Cozinha,Produto Cozinha 73,252.84,253.92,-0.43
Cozinha,Produto Cozinha 52,277.49,278.75,-0.45
Decoração,Produto Decoração 119,249.44,250.6,-0.46
Cozinha,Produto Cozinha 52,277.49,278.79,-0.47
Decoração,Produto Decoração 9,269.04,270.34,-0.48
Decoração,Produto Decoração 78,838.02,842.12,-0.49
Banheiro,Produto Banheiro 43,274.67,276.05,-0.5
Cozinha,Produto Cozinha 69,448.19,450.42,-0.5
Cozinha,Produto Cozinha 73,252.84,254.12,-0.5
Jardim,Produto Jardim 40,314.32,315.98,-0.53
Móveis,Produto Móveis 118,178.03,178.97,-0.53
Cozinha,Produto Cozinha 69,448.19,450.61,-0.54
Iluminação,Produto Iluminação 146,40.47,40.7,-0.57
Jardim,Produto Jardim 55,206.05,207.25,-0.58
Decoração,Produto Decoração 84,282.85,284.51,-0.58
Decoração,Produto Decoração 119,249.44,250.95,-0.6
Móveis,Produto Móveis 127,725.7,730.27,-0.63
Cozinha,Produto Cozinha 38,605.23,609.17,-0.65
Cozinha,Produto Cozinha 73,252.84,254.49,-0.65
Jardim,Produto Jardim 40,314.32,316.42,-0.66
Móveis,Produto Móveis 118,178.03,179.22,-0.66
Decoração,Produto Decoração 79,576.23,580.13,-0.67
Banheiro,Produto Banheiro 106,657.47,661.96,-0.68
Jardim,Produto Jardim 23,231.08,232.68,-0.69
Iluminação,Produto Iluminação 111,564.11,568.01,-0.69
Móveis,Produto Móveis 63,205.33,206.77,-0.7
Cozinha,Produto Cozinha 125,819.62,825.4,-0.7
Decoração,Produto Decoração 119,249.44,251.26,-0.72
Decoração,Produto Decoração 139,681.58,686.55,-0.72
Iluminação,Produto Iluminação 145,254.26,256.1,-0.72
Iluminação,Produto Iluminação 27,799.48,805.37,-0.73
Banheiro,Produto Banheiro 113,236.44,238.26,-0.76
Decoração,Produto Decoração 119,249.44,251.34,-0.76
Decoração,Produto Decoração 135,315.18,317.58,-0.76
Decoração,Produto Decoração 147,701.87,707.3,-0.77
Decoração,Produto Decoração 78,838.02,844.61,-0.78
Banheiro,Produto Banheiro 113,236.44,238.34,-0.8
Decoração,Produto Decoração 130,491.0,495.08,-0.82
Iluminação,Produto Iluminação 12,258.94,261.1,-0.83
Decoração,Produto Decoração 78,838.02,845.07,-0.83
Cozinha,Produto Cozinha 125,819.62,826.59,-0.84
Decoração,Produto Decoração 147,701.87,707.85,-0.84
Cozinha,Produto Cozinha 33,249.58,251.72,-0.85
Cozinha,Produto Cozinha 109,286.71,289.18,-0.85
Decoração,Produto Decoração 119,249.44,251.58,-0.85
Jardim,Produto Jardim 65,20.81,20.99,-0.86
Móveis,Produto Móveis 63,205.33,207.14,-0.87
Decoração,Produto Decoração 9,269.04,271.42,-0.88
Cozinha,Produto Cozinha 42,291.3,293.91,-0.89
Decoração,Produto Decoração 9,269.04,271.49,-0.9
Decoração,Produto Decoração 122,778.91,786.08,-0.91
Iluminação,Produto Iluminação 27,799.48,806.87,-0.92
Jardim,Produto Jardim 59,686.07,692.47,-0.92
Decoração,Produto Decoração 122,778.91,786.11,-0.92
Cozinha,Produto Cozinha 125,819.62,827.27,-0.92
Decoração,Produto Decoração 135,315.18,318.1,-0.92
Jardim,Produto Jardim 40,314.32,317.28,-0.93
Móveis,Produto Móveis 140,601.14,606.87,-0.94
Jardim,Produto Jardim 65,20.81,21.01,-0.95
Iluminação,Produto Iluminação 111,564.11,569.55,-0.96
Jardim,Produto Jardim 40,314.32,317.39,-0.97
Cozinha,Produto Cozinha 52,277.49,280.28,-1.0
Cozinha,Produto Cozinha 19,269.35,272.11,-1.01
Banheiro,Produto Banheiro 30,52.76,53.3,-1.01
Decoração,Produto Decoração 31,339.55,343.04,-1.02
Decoração,Produto Decoração 139,681.58,688.72,-1.04
Jardim,Produto Jardim 59,686.07,693.4,-1.06
Jardim,Produto Jardim 87,442.6,447.33,-1.06
Decoração,Produto Decoração 10,375.67,379.72,-1.07
Decoração,Produto Decoração 31,339.55,343.22,-1.07
Jardim,Produto Jardim 51,41.24,41.69,-1.08
Cozinha,Produto Cozinha 19,269.35,272.33,-1.09
Banheiro,Produto Banheiro 43,274.67,277.69,-1.09
Móveis,Produto Móveis 118,178.03,179.99,-1.09
Iluminação,Produto Iluminação 12,258.94,261.88,-1.12
Decoração,Produto Decoração 112,93.22,94.28,-1.12
Cozinha,Produto Cozinha 42,291.3,294.66,-1.14
Decoração,Produto Decoração 130,491.0,496.76,-1.16
Iluminação,Produto Iluminação 12,258.94,262.01,-1.17
Decoração,Produto Decoração 135,315.18,318.91,-1.17
Decoração,Produto Decoração 9,269.04,272.25,-1.18
Decoração,Produto Decoração 56,256.94,260.01,-1.18
Jardim,Produto Jardim 55,206.05,208.54,-1.19
Jardim,Produto Jardim 51,41.24,41.74,-1.2
Cozinha,Produto Cozinha 73,252.84,255.92,-1.2
Decoração,Produto Decoração 84,282.85,286.38,-1.23
Banheiro,Produto Banheiro 113,236.44,239.39,-1.23
Decoração,Produto Decoração 130,491.0,497.12,-1.23
Iluminação,Produto Iluminação 12,258.94,262.18,-1.24
Cozinha,Produto Cozinha 109,286.71,290.34,-1.25
Decoração,Produto Decoração 84,282.85,286.47,-1.26
Móveis,Produto Móveis 150,535.11,541.93,-1.26
Jardim,Produto Jardim 51,41.24,41.78,-1.29
Decoração,Produto Decoração 56,256.94,260.31,-1.29
Cozinha,Produto Cozinha 19,269.35,272.9,-1.3
Cozinha,Produto Cozinha 42,291.3,295.13,-1.3
Jardim,Produto Jardim 55,206.05,208.79,-1.31
Cozinha,Produto Cozinha 73,252.84,256.2,-1.31
Decoração,Produto Decoração 84,282.85,286.59,-1.31
Jardim,Produto Jardim 55,206.05,208.8,-1.32
Decoração,Produto Decoração 9,269.04,272.68,-1.33
Decoração,Produto Decoração 112,93.22,94.48,-1.33
Banheiro,Produto Banheiro 43,274.67,278.39,-1.34
Cozinha,Produto Cozinha 42,291.3,295.32,-1.36
Banheiro,Produto Banheiro 62,280.53,284.41,-1.36
Decoração,Produto Decoração 147,701.87,711.59,-1.37
Cozinha,Produto Cozinha 52,277.49,281.36,-1.38
Jardim,Produto Jardim 55,206.05,208.93,-1.38
Banheiro,Produto Banheiro 115,759.86,770.51,-1.38
Decoração,Produto Decoração 139,681.58,691.1,-1.38
Decoração,Produto Decoração 139,681.58,691.17,-1.39
Decoração,Produto Decoração 56,256.94,260.62,-1.41
Móveis,Produto Móveis 63,205.33,208.26,-1.41
Cozinha,Produto Cozinha 38,605.23,613.92,-1.42
Decoração,Produto Decoração 78,838.02,850.11,-1.42
Iluminação,Produto Iluminação 86,580.77,589.19,-1.43
Cozinha,Produto Cozinha 33,249.58,253.25,-1.45
Cozinha,Produto Cozinha 38,605.23,614.22,-1.46
Jardim,Produto Jardim 55,206.05,209.1,-1.46
Jardim,Produto Jardim 59,686.07,696.23,-1.46
Cozinha,Produto Cozinha 52,277.49,281.69,-1.49
