produto_id,loja_id,data_snapshot,quantidade_disponivel
P0042,L001,2025-06-01,63
P0043,L001,2025-06-01,171
P0044,L001,2025-06-01,179
P0045,L001,2025-06-01,128
P0046,L001,2025-06-01,89
P0047,L001,2025-06-01,74
P0048,L001,2025-06-01,64
P0049,L001,2025-06-01,3
P0050,L001,2025-06-01,138
P0051,L001,2025-06-01,126
P0052,L001,2025-06-01,120
P0053,L001,2025-06-01,162
P0054,L001,2025-06-01,158
P0055,L001,2025-06-01,84
P0056,L001,2025-06-01,21
P0057,L001,2025-06-01,122
P0058,L001,2025-06-01,108
P0059,L001,2025-06-01,105
P0060,L001,2025-06-01,110
P0061,L001,2025-06-01,185
P0062,L001,2025-06-01,30
P0063,L001,2025-06-01,87
P0064,L001,2025-06-01,30
P0065,L001,2025-06-01,186
P0066,L001,2025-06-01,164
P0067,L001,2025-06-01,93
P0068,L001,2025-06-01,118
P0069,L001,2025-06-01,139
P0070,L001,2025-06-01,184
P0071,L001,2025-06-01,23
P0072,L001,2025-06-01,154
P0073,L001,2025-06-01,86
P0074,L001,2025-06-01,0
P0075,L001,2025-06-01,17
P0076,L001,2025-06-01,54
P0077,L001,2025-06-01,9
P0078,L001,2025-06-01,151
P0079,L001,2025-06-01,62
P0080,L001,2025-06-01,117
P0081,L001,2025-06-01,46
P0082,L001,2025-06-01,78
P0083,L001,2025-06-01,16
P0084,L001,2025-06-01,33
P0085,L001,2025-06-01,102
P0086,L001,2025-06-01,16
P0087,L001,2025-06-01,191
P0088,L001,2025-06-01,2
P0089,L001,2025-06-01,5
P0090,L001,2025-06-01,94
P0091,L001,2025-06-01,17
P0092,L001,2025-06-01,7
P0093,L001,2025-06-01,33
P0094,L001,2025-06-01,197
P0095,L001,2025-06-01,79
P0096,L001,2025-06-01,4
P0097,L001,2025-06-01,109
P0098,L001,2025-06-01,122
P0099,L001,2025-06-01,197
P0100,L001,2025-06-01,179
P0101,L001,2025-06-01,168
P0102,L001,2025-06-01,164
P0103,L001,2025-06-01,156
P0104,L001,2025-06-01,131
P0105,L001,2025-06-01,63
P0106,L001,2025-06-01,101
P0107,L001,2025-06-01,128
P0108,L001,2025-06-01,85
P9055,L001,2025-06-01,54
P0110,L001,2025-06-01,91
P0111,L001,2025-06-01,194
P0112,L001,2025-06-01,44
P0113,L001,2025-06-01,174
P0114,L001,2025-06-01,127
P0115,L001,2025-06-01,173
P0116,L001,2025-06-01,12
P0117,L001,2025-06-01,176
P0118,L001,2025-06-01,146
P0119,L001,2025-06-01,21
P0120,L001,2025-06-01,190
P0121,L001,2025-06-01,122
P0122,L001,2025-06-01,91
P0123,L001,2025-06-01,126
P0124,L001,2025-06-01,138
P0125,L001,2025-06-01,124
P0126,L001,2025-06-01,72
P0127,L001,2025-06-01,39
P0128,L001,2025-06-01,65
P0129,L001,2025-06-01,105
P0130,L001,2025-06-01,153
P0131,L001,2025-06-01,32
P0132,L001,2025-06-01,192
P0133,L001,2025-06-01,152
P0134,L001,2025-06-01,144
P0135,L001,2025-06-01,168
P0136,L001,2025-06-01,189
P0137,L001,2025-06-01,195
P0138,L001,2025-06-01,91
P0139,L001,2025-06-01,60
P0140,L001,2025-06-01,144
P0141,L001,2025-06-01,96
P0142,L001,2025-06-01,90
P0143,L001,2025-06-01,181
P0144,L001,2025-06-01,90
P0145,L001,2025-06-01,104
P0146,L001,2025-06-01,155
P0147,L001,2025-06-01,61
P0148,L001,2025-06-01,153
P0149,L001,2025-06-01,134
P0150,L001,2025-06-01,189
P0001,L002,2025-06-01,98
P0002,L002,2025-06-01,48
P0003,L002,2025-06-01,186
P0004,L002,2025-06-01,56
P0005,L002,2025-06-01,33
P0006,L002,2025-06-01,191
P0007,L002,2025-06-01,14
P0008,L002,2025-06-01,19
P0009,L002,2025-06-01,56
P0010,L002,2025-06-01,7
P0011,L002,2025-06-01,16
P0012,L002,2025-06-01,195
P0013,L002,2025-06-01,34
P0014,L002,2025-06-01,81
P0015,L002,2025-06-01,15
P0016,L002,2025-06-01,81
P0017,L002,2025-06-01,152
P0018,L002,2025-06-01,127
P0019,L002,2025-06-01,125
P0020,L002,2025-06-01,166
P0021,L002,2025-06-01,170
P0022,L002,2025-06-01,76
P0023,L002,2025-06-01,121
P0024,L002,2025-06-01,4
P0025,L002,2025-06-01,7
P0026,L002,2025-06-01,98
P0027,L002,2025-06-01,93
P0028,L002,2025-06-01,91
P0029,L002,2025-06-01,45
P0030,L002,2025-06-01,13
P0031,L002,2025-06-01,121
P0032,L002,2025-06-01,87
P0033,L002,2025-06-01,82
P0034,L002,2025-06-01,54
P0035,L002,2025-06-01,166
P0036,L002,2025-06-01,160
P0037,L002,2025-06-01,37
P0038,L002,2025-06-01,62
P0039,L002,2025-06-01,168
P0040,L002,2025-06-01,42
P0041,L002,2025-06-01,99
P0042,L002,2025-06-01,84
P0043,L002,2025-06-01,143
P0044,L002,2025-06-01,187
P0045,L002,2025-06-01,187
P0046,L002,2025-06-01,154
P0047,L002,2025-06-01,18
P0048,L002,2025-06-01,156
P0049,L002,2025-06-01,111
P0050,L002,2025-06-01,64
P0051,L002,2025-06-01,170
P0052,L002,2025-06-01,173
P0053,L002,2025-06-01,32
P0054,L002,2025-06-01,159
P0055,L002,2025-06-01,64
P0056,L002,2025-06-01,73
P0057,L002,2025-06-01,153
P0058,L002,2025-06-01,182
P0059,L002,2025-06-01,34
P0060,L002,2025-06-01,191
P0061,L002,2025-06-01,28
P0062,L002,2025-06-01,58
P0063,L002,2025-06-01,29
P0064,L002,2025-06-01,197
P0065,L002,2025-06-01,161
P0066,L002,2025-06-01,71
P0067,L002,2025-06-01,2
P0068,L002,2025-06-01,162
P0069,L002,2025-06-01,8
P0070,L002,2025-06-01,124
P0071,L002,2025-06-01,0
P0072,L002,2025-06-01,186
P0073,L002,2025-06-01,-13
P0074,L002,2025-06-01,69
P0075,L002,2025-06-01,97
P0076,L002,2025-06-01,44
P0077,L002,2025-06-01,92
P0078,L002,2025-06-01,131
P0079,L002,2025-06-01,33
P0080,L002,2025-06-01,62
P0081,L002,2025-06-01,189
P0082,L002,2025-06-01,139
P0083,L002,2025-06-01,48
P0084,L002,2025-06-01,2
P0085,L002,2025-06-01,157
P0086,L002,2025-06-01,92
P0087,L002,2025-06-01,173
P0088,L002,2025-06-01,87
P0089,L002,2025-06-01,24
P0090,L002,2025-06-01,157
P0091,L002,2025-06-01,122
P0092,L002,2025-06-01,180
P0093,L002,2025-06-01,148
P0094,L002,2025-06-01,15
P0095,L002,2025-06-01,113
P0096,L002,2025-06-01,146
P0097,L002,2025-06-01,21
P0098,L002,2025-06-01,185
P0099,L002,2025-06-01,158
P0100,L002,2025-06-01,8
P0101,L002,2025-06-01,7
P0102,L002,2025-06-01,1
P0103,L002,2025-06-01,198
P0104,L002,2025-06-01,146
P0105,L002,2025-06-01,21
P0106,L002,2025-06-01,-11
P0107,L002,2025-06-01,42
P0108,L002,2025-06-01,196
P0109,L002,2025-06-01,141
P0110,L002,2025-06-01,83
P0111,L002,2025-06-01,134
P0112,L002,2025-06-01,181
P0113,L002,2025-06-01,3
P0114,L002,2025-06-01,199
P0115,L002,2025-06-01,62
P0116,L002,2025-06-01,79
P0117,L002,2025-06-01,41
P0118,L002,2025-06-01,123
P0119,L002,2025-06-01,176
P0120,L002,2025-06-01,38
P0121,L002,2025-06-01,121
P0122,L002,2025-06-01,180
P0123,L002,2025-06-01,16
P0124,L002,2025-06-01,145
P0125,L002,2025-06-01,199
P0126,L002,2025-06-01,153
P0127,L002,2025-06-01,179
P0128,L002,2025-06-01,82
P0129,L002,2025-06-01,108
P0130,L002,2025-06-01,47
P0131,L002,2025-06-01,8
P0132,L002,2025-06-01,175
P0133,L002,2025-06-01,90
P0134,L002,2025-06-01,158
P0135,L002,2025-06-01,75
P0136,L002,2025-06-01,174
P0137,L002,2025-06-01,145
P0138,L002,2025-06-01,121
P0139,L002,2025-06-01,27
P9063,L002,2025-06-01,144
P0141,L002,2025-06-01,133
P0142,L002,2025-06-01,13
P0143,L002,2025-06-01,55
P0144,L002,2025-06-01,125
P0145,L002,2025-06-01,180
P0146,L002,2025-06-01,86
P0147,L002,2025-06-01,161
P0148,L002,2025-06-01,164
P0149,L002,2025-06-01,136
P0150,L002,2025-06-01,28
P0001,L003,2025-06-01,33
P0002,L003,2025-06-01,172
P0003,L003,2025-06-01,164
P0004,L003,2025-06-01,103
P0005,L003,2025-06-01,102
P0006,L003,2025-06-01,84
P0007,L003,2025-06-01,21
P0008,L003,2025-06-01,52
P0009,L003,2025-06-01,153
P0010,L003,2025-06-01,161
P0011,L003,2025-06-01,43
P0012,L003,2025-06-01,191
P0013,L003,2025-06-01,87
P0014,L003,2025-06-01,45
P0015,L003,2025-06-01,133
P0016,L003,2025-06-01,184
P0017,L003,2025-06-01,149
P0018,L003,2025-06-01,124
P0019,L003,2025-06-01,-5
P0020,L003,2025-06-01,135
P0021,L003,2025-06-01,129
P0022,L003,2025-06-01,86
P0023,L003,2025-06-01,144
P0024,L003,2025-06-01,110
P0025,L003,2025-06-01,28
P0026,L003,2025-06-01,101
P0027,L003,2025-06-01,118
P0028,L003,2025-06-01,108
P0029,L003,2025-06-01,64
P0030,L003,2025-06-01,139
P0031,L003,2025-06-01,80
P0032,L003,2025-06-01,162
P0033,L003,2025-06-01,27
P0034,L003,2025-06-01,130
P0035,L003,2025-06-01,38
P0036,L003,2025-06-01,182
P0037,L003,2025-06-01,54
P0038,L003,2025-06-01,88
P0039,L003,2025-06-01,5
P0040,L003,2025-06-01,-14
P0041,L003,2025-06-01,159
P0042,L003,2025-06-01,165
P0043,L003,2025-06-01,190
P0044,L003,2025-06-01,60
P0045,L003,2025-06-01,159
P0046,L003,2025-06-01,72
P0047,L003,2025-06-01,137
P0048,L003,2025-06-01,72
P0049,L003,2025-06-01,42
P0050,L003,2025-06-01,178
P0051,L003,2025-06-01,150
P0052,L003,2025-06-01,125
P0053,L003,2025-06-01,21
P0054,L003,2025-06-01,102
P0055,L003,2025-06-01,145
P0056,L003,2025-06-01,99
P0057,L003,2025-06-01,125
P0058,L003,2025-06-01,132
P0059,L003,2025-06-01,-8
P0060,L003,2025-06-01,180
P0061,L003,2025-06-01,32
P0062,L003,2025-06-01,32
P0063,L003,2025-06-01,36
P0064,L003,2025-06-01,175
P0065,L003,2025-06-01,62
P0066,L003,2025-06-01,38
P0067,L003,2025-06-01,157
P0068,L003,2025-06-01,33
P0069,L003,2025-06-01,159
P0070,L003,2025-06-01,126
P0071,L003,2025-06-01,30
P0072,L003,2025-06-01,15
P0073,L003,2025-06-01,37
P0074,L003,2025-06-01,109
P0075,L003,2025-06-01,9
P0076,L003,2025-06-01,4
P0077,L003,2025-06-01,25
P0078,L003,2025-06-01,88
P0079,L003,2025-06-01,17
P0080,L003,2025-06-01,195
P0081,L003,2025-06-01,98
P0082,L003,2025-06-01,158
P0083,L003,2025-06-01,72
P0084,L003,2025-06-01,162
P0085,L003,2025-06-01,48
P0086,L003,2025-06-01,152
P0087,L003,2025-06-01,60
P0088,L003,2025-06-01,80
P0089,L003,2025-06-01,127
P0090,L003,2025-06-01,86
P0091,L003,2025-06-01,180
P0092,L003,2025-06-01,190
P0093,L003,2025-06-01,97
P0094,L003,2025-06-01,3
P0095,L003,2025-06-01,42
P0096,L003,2025-06-01,16
P0097,L003,2025-06-01,141
P0098,L003,2025-06-01,167
P0099,L003,2025-06-01,14
P0100,L003,2025-06-01,45
P0101,L003,2025-06-01,126
P0102,L003,2025-06-01,107
P0103,L003,2025-06-01,94
P0104,L003,2025-06-01,97
P0105,L003,2025-06-01,21
P0106,L003,2025-06-01,42
P0107,L003,2025-06-01,156
P0108,L003,2025-06-01,55
P0109,L003,2025-06-01,128
P0110,L003,2025-06-01,52
P0111,L003,2025-06-01,194
P0112,L003,2025-06-01,98
P0113,L003,2025-06-01,10
P0114,L003,2025-06-01,101
P0115,L003,2025-06-01,47
P0116,L003,2025-06-01,96
P0117,L003,2025-06-01,108
P0118,L003,2025-06-01,110
P0119,L003,2025-06-01,27
P0120,L003,2025-06-01,109
P0121,L003,2025-06-01,179
P0122,L003,2025-06-01,142
P0123,L003,2025-06-01,59
P0124,L003,2025-06-01,185
P0125,L003,2025-06-01,33
P0126,L003,2025-06-01,106
P0127,L003,2025-06-01,195
P0128,L003,2025-06-01,159
P0129,L003,2025-06-01,92
P0130,L003,2025-06-01,194
P0131,L003,2025-06-01,48
P0132,L003,2025-06-01,26
P0133,L003,2025-06-01,184
P0134,L003,2025-06-01,62
P0135,L003,2025-06-01,145
P0136,L003,2025-06-01,1
P0137,L003,2025-06-01,100
P0138,L003,2025-06-01,38
P0139,L003,2025-06-01,145
P0140,L003,2025-06-01,82
P0141,L003,2025-06-01,9
P0142,L003,2025-06-01,3
P0143,L003,2025-06-01,93
P0144,L003,2025-06-01,28
P0145,L003,2025-06-01,164
P0146,L003,2025-06-01,105
P0147,L003,2025-06-01,22
P0148,L003,2025-06-01,186
P0149,L003,2025-06-01,139
P0150,L003,2025-06-01,164
P0001,L004,2025-06-01,70
P0002,L004,2025-06-01,184
P0003,L004,2025-06-01,178
P0004,L004,2025-06-01,139
P0005,L004,2025-06-01,106
P0006,L004,2025-06-01,177
P0007,L004,2025-06-01,58
P0008,L004,2025-06-01,105
P0009,L004,2025-06-01,70
P0010,L004,2025-06-01,101
P0011,L004,2025-06-01,72
P0012,L004,2025-06-01,41
P0013,L004,2025-06-01,105
P0014,L004,2025-06-01,191
P0015,L004,2025-06-01,169
P0016,L004,2025-06-01,192
P0017,L004,2025-06-01,10
P0018,L004,2025-06-01,97
P0019,L004,2025-06-01,199
P0020,L004,2025-06-01,168
P0021,L004,2025-06-01,144
P0022,L004,2025-06-01,136
P0023,L004,2025-06-01,27
P0024,L004,2025-06-01,87
P0025,L004,2025-06-01,8
P0026,L004,2025-06-01,180
P0027,L004,2025-06-01,13
P0028,L004,2025-06-01,150
P0029,L004,2025-06-01,152
P0030,L004,2025-06-01,40
P0031,L004,2025-06-01,143
P0032,L004,2025-06-01,60
P0033,L004,2025-06-01,3
P0034,L004,2025-06-01,190
P0035,L004,2025-06-01,54
P0036,L004,2025-06-01,160
P0037,L004,2025-06-01,20
P0038,L004,2025-06-01,40
P0039,L004,2025-06-01,188
P0040,L004,2025-06-01,33
P0041,L004,2025-06-01,122
P0042,L004,2025-06-01,0
P0043,L004,2025-06-01,60
P0044,L004,2025-06-01,39
P0045,L004,2025-06-01,60
P0046,L004,2025-06-01,142
P0047,L004,2025-06-01,81
P0048,L004,2025-06-01,12
P0049,L004,2025-06-01,162
P0050,L004,2025-06-01,43
P0051,L004,2025-06-01,56
P0052,L004,2025-06-01,159
P0053,L004,2025-06-01,84
P0054,L004,2025-06-01,69
P0055,L004,2025-06-01,126
P0056,L004,2025-06-01,110
P0057,L004,2025-06-01,146
P0058,L004,2025-06-01,11
P0059,L004,2025-06-01,168
P0060,L004,2025-06-01,180
P0061,L004,2025-06-01,190
P0062,L004,2025-06-01,145
P0063,L004,2025-06-01,94
P0064,L004,2025-06-01,149
P0065,L004,2025-06-01,0
P0066,L004,2025-06-01,73
P0067,L004,2025-06-01,1
P0068,L004,2025-06-01,68
P0069,L004,2025-06-01,124
P0070,L004,2025-06-01,4
P0071,L004,2025-06-01,39
P0072,L004,2025-06-01,142
P0073,L004,2025-06-01,156
P0074,L004,2025-06-01,9
P0075,L004,2025-06-01,113
P0076,L004,2025-06-01,70
P0077,L004,2025-06-01,135
P0078,L004,2025-06-01,151
P0079,L004,2025-06-01,76
P0080,L004,2025-06-01,-16
P0081,L004,2025-06-01,106
P0082,L004,2025-06-01,176
P0083,L004,2025-06-01,102
P0084,L004,2025-06-01,58
P0085,L004,2025-06-01,12
P0086,L004,2025-06-01,117
P0087,L004,2025-06-01,154
P0088,L004,2025-06-01,29
P0089,L004,2025-06-01,179
P0090,L004,2025-06-01,96
P0091,L004,2025-06-01,194
P0092,L004,2025-06-01,1
P0093,L004,2025-06-01,27
P0094,L004,2025-06-01,14
P0095,L004,2025-06-01,188
P0096,L004,2025-06-01,14
P0097,L004,2025-06-01,65
P0098,L004,2025-06-01,95
P0099,L004,2025-06-01,153
P0100,L004,2025-06-01,131
P0101,L004,2025-06-01,55
P0102,L004,2025-06-01,61
P0103,L004,2025-06-01,175
P0104,L004,2025-06-01,93
P0105,L004,2025-06-01,47
P0106,L004,2025-06-01,79
P0107,L004,2025-06-01,21
P0108,L004,2025-06-01,114
P0109,L004,2025-06-01,49
P0110,L004,2025-06-01,165
P0111,L004,2025-06-01,72
P0112,L004,2025-06-01,15
P0113,L004,2025-06-01,165
P0114,L004,2025-06-01,111
P0115,L004,2025-06-01,51
P0116,L004,2025-06-01,18
P0117,L004,2025-06-01,10
P0118,L004,2025-06-01,54
P0119,L004,2025-06-01,41
P0120,L004,2025-06-01,152
P0121,L004,2025-06-01,129
P0122,L004,2025-06-01,62
P0123,L004,2025-06-01,87
P0124,L004,2025-06-01,146
P0125,L004,2025-06-01,169
P0126,L004,2025-06-01,11
P0127,L004,2025-06-01,116
P0128,L004,2025-06-01,175
P0129,L004,2025-06-01,195
P0130,L004,2025-06-01,1
P0131,L004,2025-06-01,88
P0132,L004,2025-06-01,143
P0133,L004,2025-06-01,11
P0134,L004,2025-06-01,68
P0135,L004,2025-06-01,94
P0136,L004,2025-06-01,46
P0137,L004,2025-06-01,151
P0138,L004,2025-06-01,74
P0139,L004,2025-06-01,73
P0140,L004,2025-06-01,22
P0141,L004,2025-06-01,189
P0142,L004,2025-06-01,116
P0143,L004,2025-06-01,88
P0144,L004,2025-06-01,197
P0145,L004,2025-06-01,124
P0146,L004,2025-06-01,79
P0147,L004,2025-06-01,196
P0148,L004,2025-06-01,95
P0149,L004,2025-06-01,145
P0150,L004,2025-06-01,191
P0001,L005,2025-06-01,157
P0002,L005,2025-06-01,30
P0003,L005,2025-06-01,127
P0004,L005,2025-06-01,35
P0005,L005,2025-06-01,106
P0006,L005,2025-06-01,101
P0007,L005,2025-06-01,67
P0008,L005,2025-06-01,109
P0009,L005,2025-06-01,181
P0010,L005,2025-06-01,142
P0011,L005,2025-06-01,41
P0012,L005,2025-06-01,98
P0013,L005,2025-06-01,93
P0014,L005,2025-06-01,124
P0015,L005,2025-06-01,160
P0016,L005,2025-06-01,140
P0017,L005,2025-06-01,62
P0018,L005,2025-06-01,59
P0019,L005,2025-06-01,39
P0020,L005,2025-06-01,100
P0021,L005,2025-06-01,44
P0022,L005,2025-06-01,74
P0023,L005,2025-06-01,97
P0024,L005,2025-06-01,199
P0025,L005,2025-06-01,47
P0026,L005,2025-06-01,151
P0027,L005,2025-06-01,19
P0028,L005,2025-06-01,161
P0029,L005,2025-06-01,51
P0030,L005,2025-06-01,181
P0031,L005,2025-06-01,151
P0032,L005,2025-06-01,129
P0033,L005,2025-06-01,87
P0034,L005,2025-06-01,152
P0035,L005,2025-06-01,40
P0036,L005,2025-06-01,199
P0037,L005,2025-06-01,140
P0038,L005,2025-06-01,133
P0039,L005,2025-06-01,164
P0040,L005,2025-06-01,150
P0041,L005,2025-06-01,121
P0042,L005,2025-06-01,69
P0043,L005,2025-06-01,148
P0044,L005,2025-06-01,154
P0045,L005,2025-06-01,177
P0046,L005,2025-06-01,10
P0047,L005,2025-06-01,41
P0048,L005,2025-06-01,45
P0049,L005,2025-06-01,30
P0050,L005,2025-06-01,15
P0051,L005,2025-06-01,130
P0052,L005,2025-06-01,184
P0053,L005,2025-06-01,178
P0054,L005,2025-06-01,173
P0055,L005,2025-06-01,62
P0056,L005,2025-06-01,185
P0057,L005,2025-06-01,85
P0058,L005,2025-06-01,52
P0059,L005,2025-06-01,-18
P0060,L005,2025-06-01,10
P0061,L005,2025-06-01,10
P0062,L005,2025-06-01,12
P0063,L005,2025-06-01,36
P0064,L005,2025-06-01,46
P0065,L005,2025-06-01,1
P0066,L005,2025-06-01,15
P0067,L005,2025-06-01,66
P0068,L005,2025-06-01,55
P0069,L005,2025-06-01,162
P0070,L005,2025-06-01,56
P0071,L005,2025-06-01,146
P0072,L005,2025-06-01,107
P0073,L005,2025-06-01,48
P0074,L005,2025-06-01,148
P0075,L005,2025-06-01,118
P0076,L005,2025-06-01,44
P0077,L005,2025-06-01,45
P0078,L005,2025-06-01,176
P0079,L005,2025-06-01,7
P0080,L005,2025-06-01,190
P0081,L005,2025-06-01,24
P0082,L005,2025-06-01,124
P0083,L005,2025-06-01,154
P0084,L005,2025-06-01,7
P0085,L005,2025-06-01,114
P0086,L005,2025-06-01,-9
P0087,L005,2025-06-01,25
P0088,L005,2025-06-01,24
P0089,L005,2025-06-01,77
P0090,L005,2025-06-01,19
P0091,L005,2025-06-01,0
P0092,L005,2025-06-01,154
P0093,L005,2025-06-01,194
P0094,L005,2025-06-01,35
P0095,L005,2025-06-01,12
P0096,L005,2025-06-01,115
P0097,L005,2025-06-01,73
P0098,L005,2025-06-01,106
P0099,L005,2025-06-01,34
P0100,L005,2025-06-01,24
P0101,L005,2025-06-01,0
P0102,L005,2025-06-01,149
P0103,L005,2025-06-01,156
P0104,L005,2025-06-01,130
P0105,L005,2025-06-01,23
P0106,L005,2025-06-01,163
P0107,L005,2025-06-01,3
P0108,L005,2025-06-01,81
P0109,L005,2025-06-01,-9
P0110,L005,2025-06-01,101
P0111,L005,2025-06-01,189
P0112,L005,2025-06-01,113
P0113,L005,2025-06-01,144
P0114,L005,2025-06-01,141
P0115,L005,2025-06-01,173
P0116,L005,2025-06-01,129
P0117,L005,2025-06-01,58
P0118,L005,2025-06-01,41
P0119,L005,2025-06-01,66
P0120,L005,2025-06-01,128
P0121,L005,2025-06-01,49
P0122,L005,2025-06-01,181
P0123,L005,2025-06-01,62
P0124,L005,2025-06-01,145
P0125,L005,2025-06-01,152
P0126,L005,2025-06-01,179
P0127,L005,2025-06-01,154
P0128,L005,2025-06-01,11
P0129,L005,2025-06-01,56
P0130,L005,2025-06-01,70
P0131,L005,2025-06-01,75
P0132,L005,2025-06-01,122
P0133,L005,2025-06-01,49
P0134,L005,2025-06-01,72
P0135,L005,2025-06-01,108
P0136,L005,2025-06-01,89
P0137,L005,2025-06-01,15
P0138,L005,2025-06-01,89
P0139,L005,2025-06-01,96
P0140,L005,2025-06-01,94
P0141,L005,2025-06-01,146
P0142,L005,2025-06-01,175
P0143,L005,2025-06-01,182
P0144,L005,2025-06-01,135
P0145,L005,2025-06-01,177
P0146,L005,2025-06-01,140
P0147,L005,2025-06-01,19
P0148,L005,2025-06-01,99
P0149,L005,2025-06-01,198
P0150,L005,2025-06-01,117
P0001,L006,2025-06-01,61
P0002,L006,2025-06-01,155
P0003,L006,2025-06-01,117
P0004,L006,2025-06-01,100
P0005,L006,2025-06-01,199
P0006,L006,2025-06-01,35
P0007,L006,2025-06-01,73
P0008,L006,2025-06-01,96
P0009,L006,2025-06-01,73
P0010,L006,2025-06-01,66
P0011,L006,2025-06-01,134
P0012,L006,2025-06-01,29
P0013,L006,2025-06-01,100
P0014,L006,2025-06-01,131
P0015,L006,2025-06-01,95
P0016,L006,2025-06-01,159
P0017,L006,2025-06-01,14
P0018,L006,2025-06-01,166
P0019,L006,2025-06-01,175
P0020,L006,2025-06-01,133
P0021,L006,2025-06-01,145
P0022,L006,2025-06-01,19
P0023,L006,2025-06-01,183
P0024,L006,2025-06-01,148
P0025,L006,2025-06-01,122
P0026,L006,2025-06-01,179
P0027,L006,2025-06-01,88
P0028,L006,2025-06-01,78
P0029,L006,2025-06-01,109
P0030,L006,2025-06-01,70
P0031,L006,2025-06-01,112
P0032,L006,2025-06-01,102
P0033,L006,2025-06-01,4
P0034,L006,2025-06-01,29
P0035,L006,2025-06-01,95
P0036,L006,2025-06-01,85
P0037,L006,2025-06-01,51
P0038,L006,2025-06-01,73
P0039,L006,2025-06-01,149
P0040,L006,2025-06-01,165
P0041,L006,2025-06-01,82
P0042,L006,2025-06-01,169
P0043,L006,2025-06-01,22
P0044,L006,2025-06-01,149
P0045,L006,2025-06-01,96
P0046,L006,2025-06-01,22
P0047,L006,2025-06-01,128
P0048,L006,2025-06-01,85
P0049,L006,2025-06-01,152
P0050,L006,2025-06-01,10
P0051,L006,2025-06-01,45
P0052,L006,2025-06-01,8
P0053,L006,2025-06-01,98
P0054,L006,2025-06-01,73
P0055,L006,2025-06-01,122
P0056,L006,2025-06-01,192
P0057,L006,2025-06-01,112
P0058,L006,2025-06-01,134
P0059,L006,2025-06-01,67
P0060,L006,2025-06-01,131
P0061,L006,2025-06-01,65
P0062,L006,2025-06-01,90
P0063,L006,2025-06-01,-5
P0064,L006,2025-06-01,155
P0065,L006,2025-06-01,153
P0066,L006,2025-06-01,106
P0067,L006,2025-06-01,113
P0068,L006,2025-06-01,139
P0069,L006,2025-06-01,85
P0070,L006,2025-06-01,128
P0071,L006,2025-06-01,26
P0072,L006,2025-06-01,11
P0073,L006,2025-06-01,61
P0074,L006,2025-06-01,155
P0075,L006,2025-06-01,125
P0076,L006,2025-06-01,64
P0077,L006,2025-06-01,173
P0078,L006,2025-06-01,191
P0079,L006,2025-06-01,101
P0080,L006,2025-06-01,11
P0081,L006,2025-06-01,194
P0082,L006,2025-06-01,93
P0083,L006,2025-06-01,40
P0084,L006,2025-06-01,147
P0085,L006,2025-06-01,80
P0086,L006,2025-06-01,85
P0087,L006,2025-06-01,21
P0088,L006,2025-06-01,25
P0089,L006,2025-06-01,77
P0090,L006,2025-06-01,18
P0091,L006,2025-06-01,117
P0092,L006,2025-06-01,148
P0093,L006,2025-06-01,2
P0094,L006,2025-06-01,85
P0095,L006,2025-06-01,14
P0096,L006,2025-06-01,46
P0097,L006,2025-06-01,150
P0098,L006,2025-06-01,9
P0099,L006,2025-06-01,60
P0100,L006,2025-06-01,30
P0101,L006,2025-06-01,71
P0102,L006,2025-06-01,82
P0103,L006,2025-06-01,118
P0104,L006,2025-06-01,7
P0105,L006,2025-06-01,6
P0106,L006,2025-06-01,100
P0107,L006,2025-06-01,187
P0108,L006,2025-06-01,159
P0109,L006,2025-06-01,111
P0110,L006,2025-06-01,74
P0111,L006,2025-06-01,130
P0112,L006,2025-06-01,114
P0113,L006,2025-06-01,17
P0114,L006,2025-06-01,16
P0115,L006,2025-06-01,163
P0116,L006,2025-06-01,56
P0117,L006,2025-06-01,72
P0118,L006,2025-06-01,158
P0119,L006,2025-06-01,139
P0120,L006,2025-06-01,185
P0121,L006,2025-06-01,141
P0122,L006,2025-06-01,196
P0123,L006,2025-06-01,156
P0124,L006,2025-06-01,51
P0125,L006,2025-06-01,68
P0126,L006,2025-06-01,38
P0127,L006,2025-06-01,136
P0128,L006,2025-06-01,129
P0129,L006,2025-06-01,77
P0130,L006,2025-06-01,26
P0131,L006,2025-06-01,133
P0132,L006,2025-06-01,57
P0133,L006,2025-06-01,72
P0134,L006,2025-06-01,18
P0135,L006,2025-06-01,3
P0136,L006,2025-06-01,40
P0137,L006,2025-06-01,84
P0138,L006,2025-06-01,109
P0139,L006,2025-06-01,32
P0140,L006,2025-06-01,13
P0141,L006,2025-06-01,69
P0142,L006,2025-06-01,175
P0143,L006,2025-06-01,175
P0144,L006,2025-06-01,144
P0145,L006,2025-06-01,53
P0146,L006,2025-06-01,98
P0147,L006,2025-06-01,114
P0148,L006,2025-06-01,64
P0149,L006,2025-06-01,105
P0150,L006,2025-06-01,194
P0001,L100,2025-06-01,125
P0002,L100,2025-06-01,142
P0003,L100,2025-06-01,138
P0004,L100,2025-06-01,12
P0005,L100,2025-06-01,4
P0006,L100,2025-06-01,9
P0007,L100,2025-06-01,71
P0008,L100,2025-06-01,115
P0009,L100,2025-06-01,143
P0010,L100,2025-06-01,103
P0011,L100,2025-06-01,76
P0012,L100,2025-06-01,123
P0013,L100,2025-06-01,29
