data,categoria,dispositivo,visualizacoes,add_carrinho,checkout_iniciado,compra_concluida
2025-11-04,Segurança,desktop,154,30,15,5
2025-11-05,Ferramentas,mobile,276,59,29,17
2025-11-05,Ferramentas,desktop,148,36,19,10
2025-11-05,Iluminação,mobile,251,47,27,19
2025-11-05,Iluminação,desktop,82,21,9,6
2025-11-05,Utilidades Domésticas,mobile,211,45,22,18
2025-11-05,Utilidades Domésticas,desktop,134,29,13,10
2025-11-05,Jardim e Área Externa,mobile,246,53,25,16
2025-11-05,Jardim e Área Externa,desktop,141,33,19,11
2025-11-05,Organização,mobile,296,65,34,21
2025-11-05,Organização,desktop,264,55,28,17
2025-11-05,Elétrica,mobile,198,54,26,11
2025-11-05,Elétrica,desktop,140,31,17,7
2025-11-05,Hidráulica,mobile,107,26,13,5
2025-11-05,Hidráulica,desktop,252,60,30,12
2025-11-05,Pintura e Acabamento,mobile,271,58,27,17
2025-11-05,Pintura e Acabamento,desktop,207,44,21,14
2025-11-05,Segurança,mobile,221,59,31,8
2025-11-05,Segurança,desktop,289,58,26,8
2025-11-06,Ferramentas,mobile,266,59,27,17
2025-11-06,Ferramentas,desktop,114,30,14,9
2025-11-06,Iluminação,mobile,236,49,27,20
2025-11-06,Iluminação,desktop,97,25,13,10
2025-11-06,Utilidades Domésticas,mobile,168,30,15,10
2025-11-06,Utilidades Domésticas,desktop,165,40,20,16
2025-11-06,Jardim e Área Externa,mobile,108,22,10,6
2025-11-06,Jardim e Área Externa,desktop,288,72,40,23
2025-11-06,Organização,mobile,83,23,12,7
2025-11-06,Organização,desktop,244,62,30,19
2025-11-06,Elétrica,mobile,95,24,12,4
2025-11-06,Elétrica,desktop,198,37,22,8
2025-11-06,Hidráulica,mobile,181,34,16,6
2025-11-06,Hidráulica,desktop,129,26,14,5
2025-11-06,Pintura e Acabamento,mobile,149,35,16,9
2025-11-06,Pintura e Acabamento,desktop,146,39,18,10
2025-11-06,Segurança,mobile,232,59,34,10
2025-11-06,Segurança,desktop,281,74,38,12
2025-11-07,Ferramentas,mobile,264,58,26,16
2025-11-07,Ferramentas,desktop,139,28,14,8
2025-11-07,Iluminação,mobile,146,36,18,13
2025-11-07,Iluminação,desktop,102,23,12,8
2025-11-07,Utilidades Domésticas,mobile,112,24,12,8
2025-11-07,Utilidades Domésticas,desktop,118,29,15,10
2025-11-07,Jardim e Área Externa,mobile,240,48,25,18
2025-11-07,Jardim e Área Externa,desktop,191,47,27,18
2025-11-07,Organização,mobile,295,72,40,26
2025-11-07,Organização,desktop,220,54,30,20
2025-11-07,Elétrica,mobile,112,28,13,5
2025-11-07,Elétrica,desktop,109,29,15,6
2025-11-07,Hidráulica,mobile,86,15,7,3
2025-11-07,Hidráulica,desktop,213,58,31,14
2025-11-07,Pintura e Acabamento,mobile,94,17,8,4
2025-11-07,Pintura e Acabamento,desktop,102,27,15,9
2025-11-07,Segurança,mobile,173,37,19,5
2025-11-07,Segurança,desktop,146,33,19,5
2025-11-08,Ferramentas,mobile,224,58,31,18
2025-11-08,Ferramentas,desktop,88,20,9,5
2025-11-08,Iluminação,mobile,219,56,26,15
2025-11-08,Iluminação,desktop,220,44,25,15
2025-11-08,Utilidades Domésticas,mobile,278,66,36,30
2025-11-08,Utilidades Domésticas,desktop,271,71,38,30
2025-11-08,Jardim e Área Externa,mobile,122,26,14,7
2025-11-08,Jardim e Área Externa,desktop,275,75,35,19
2025-11-08,Organização,mobile,230,42,23,16
2025-11-08,Organização,desktop,82,16,9,6
2025-11-08,Elétrica,mobile,264,72,34,13
2025-11-08,Elétrica,desktop,269,56,30,10
2025-11-08,Hidráulica,mobile,127,32,19,7
2025-11-08,Hidráulica,desktop,245,58,28,12
2025-11-08,Pintura e Acabamento,mobile,277,52,29,17
2025-11-08,Pintura e Acabamento,desktop,298,70,34,20
2025-11-08,Segurança,mobile,288,73,39,11
2025-11-08,Segurança,desktop,126,30,14,5
2025-11-09,Ferramentas,mobile,136,26,12,6
2025-11-09,Ferramentas,desktop,187,49,24,14
2025-11-09,Iluminação,mobile,228,63,34,23
2025-11-09,Iluminação,desktop,182,46,22,15
2025-11-09,Utilidades Domésticas,mobile,85,17,9,7
2025-11-09,Utilidades Domésticas,desktop,174,39,21,17
2025-11-09,Jardim e Área Externa,mobile,139,32,14,9
2025-11-09,Jardim e Área Externa,desktop,119,22,10,6
2025-11-09,Organização,mobile,144,39,23,17
2025-11-09,Organização,desktop,254,53,27,16
2025-11-09,Elétrica,mobile,224,46,26,8
2025-11-09,Elétrica,desktop,226,52,26,9
2025-11-09,Hidráulica,mobile,240,51,30,12
2025-11-09,Hidráulica,desktop,180,34,17,6
2025-11-09,Pintura e Acabamento,mobile,204,46,27,16
2025-11-09,Pintura e Acabamento,desktop,208,58,32,24
2025-11-09,Segurança,mobile,142,34,20,6
2025-11-09,Segurança,desktop,150,32,14,4
2025-11-10,Ferramentas,mobile,298,78,41,23
2025-11-10,Ferramentas,desktop,233,50,26,16
2025-11-10,Iluminação,mobile,173,31,16,11
2025-11-10,Iluminação,desktop,206,53,26,16
2025-11-10,Utilidades Domésticas,mobile,296,68,37,28
2025-11-10,Utilidades Domésticas,desktop,214,56,27,22
2025-11-10,Jardim e Área Externa,mobile,287,75,43,28
2025-11-10,Jardim e Área Externa,desktop,91,22,11,6
2025-11-10,Organização,mobile,152,38,17,10
2025-11-10,Organização,desktop,197,40,22,14
2025-11-10,Elétrica,mobile,263,55,27,9
2025-11-10,Elétrica,desktop,283,53,25,8
2025-11-10,Hidráulica,mobile,184,43,25,11
2025-11-10,Hidráulica,desktop,140,35,17,7
2025-11-10,Pintura e Acabamento,mobile,273,75,35,21
2025-11-10,Pintura e Acabamento,desktop,235,59,30,22
2025-11-10,Segurança,mobile,152,33,17,6
2025-11-10,Segurança,desktop,231,45,24,7
2025-11-11,Ferramentas,mobile,187,49,24,12
2025-11-11,Ferramentas,desktop,163,43,21,14
2025-11-11,Iluminação,mobile,235,62,36,23
2025-11-11,Iluminação,desktop,107,24,12,9
2025-11-11,Utilidades Domésticas,mobile,243,48,26,22
2025-11-11,Utilidades Domésticas,desktop,170,39,18,15
2025-11-11,Jardim e Área Externa,mobile,239,50,27,15
2025-11-11,Jardim e Área Externa,desktop,277,51,23,16
2025-11-11,Organização,mobile,135,30,14,9
2025-11-11,Organização,desktop,149,27,13,8
2025-11-11,Elétrica,mobile,152,40,19,7
2025-11-11,Elétrica,desktop,252,55,28,12
2025-11-11,Hidráulica,mobile,136,24,13,6
2025-11-11,Hidráulica,desktop,91,20,10,4
2025-11-11,Pintura e Acabamento,mobile,293,66,35,24
2025-11-11,Pintura e Acabamento,desktop,153,32,16,11
2025-11-11,Segurança,mobile,266,71,38,11
2025-11-11,Segurança,desktop,189,35,15,4
2025-11-12,Ferramentas,mobile,150,35,20,12
2025-11-12,Ferramentas,desktop,299,61,28,19
2025-11-12,Iluminação,mobile,266,61,30,18
2025-11-12,Iluminação,desktop,165,35,19,15
2025-11-12,Utilidades Domésticas,mobile,105,26,15,10
2025-11-12,Utilidades Domésticas,desktop,100,21,12,10
2025-11-12,Jardim e Área Externa,mobile,285,53,30,22
2025-11-12,Jardim e Área Externa,desktop,279,60,27,17
2025-11-12,Organização,mobile,292,72,40,29
2025-11-12,Organização,desktop,187,50,29,23
2025-11-12,Elétrica,mobile,249,61,31,10
2025-11-12,Elétrica,desktop,235,46,25,8
2025-11-12,Hidráulica,mobile,92,23,11,4
2025-11-12,Hidráulica,desktop,216,60,32,15
2025-11-12,Pintura e Acabamento,mobile,217,43,25,15
2025-11-12,Pintura e Acabamento,desktop,113,28,14,8
2025-11-12,Segurança,mobile,272,58,31,10
2025-11-12,Segurança,desktop,93,20,9,2
2025-11-13,Ferramentas,mobile,298,64,38,26
2025-11-13,Ferramentas,desktop,212,51,28,15
2025-11-13,Iluminação,mobile,178,43,24,14
2025-11-13,Iluminação,desktop,296,68,37,23
2025-11-13,Utilidades Domésticas,mobile,107,28,13,8
2025-11-13,Utilidades Domésticas,desktop,284,74,34,26
2025-11-13,Jardim e Área Externa,mobile,103,25,13,8
2025-11-13,Jardim e Área Externa,desktop,232,58,28,15
2025-11-13,Organização,mobile,133,31,14,11
2025-11-13,Organização,desktop,130,25,12,9
2025-11-13,Elétrica,mobile,92,17,9,3
2025-11-13,Elétrica,desktop,162,40,22,8
2025-11-13,Hidráulica,mobile,135,36,20,9
2025-11-13,Hidráulica,desktop,96,19,8,3
2025-11-13,Pintura e Acabamento,mobile,226,42,21,15
2025-11-13,Pintura e Acabamento,desktop,292,67,31,20
2025-11-13,Segurança,mobile,265,66,39,11
2025-11-13,Segurança,desktop,147,28,15,5
2025-11-14,Ferramentas,mobile,204,48,28,14
2025-11-14,Ferramentas,desktop,245,65,30,18
2025-11-14,Iluminação,mobile,103,27,14,10
2025-11-14,Iluminação,desktop,164,43,23,13
2025-11-14,Utilidades Domésticas,mobile,254,52,30,22
2025-11-14,Utilidades Domésticas,desktop,176,34,16,11
2025-11-14,Jardim e Área Externa,mobile,261,58,28,20
2025-11-14,Jardim e Área Externa,desktop,85,18,9,6
2025-11-14,Organização,mobile,112,28,14,11
2025-11-14,Organização,desktop,81,21,12,8
2025-11-14,Elétrica,mobile,186,47,26,10
2025-11-14,Elétrica,desktop,294,75,36,12
2025-11-14,Hidráulica,mobile,212,58,33,13
2025-11-14,Hidráulica,desktop,82,15,7,3
2025-11-14,Pintura e Acabamento,mobile,250,69,36,27
2025-11-14,Pintura e Acabamento,desktop,212,40,23,17
2025-11-14,Segurança,mobile,294,54,29,9
2025-11-14,Segurança,desktop,185,51,27,8
2025-11-15,Ferramentas,mobile,101,27,15,8
2025-11-15,Ferramentas,desktop,227,56,29,15
2025-11-15,Iluminação,mobile,83,17,8,6
2025-11-15,Iluminação,desktop,297,67,31,20
2025-11-15,Utilidades Domésticas,mobile,206,46,21,17
2025-11-15,Utilidades Domésticas,desktop,266,60,31,25
2025-11-15,Jardim e Área Externa,mobile,240,55,29,18
2025-11-15,Jardim e Área Externa,desktop,135,26,14,8
2025-11-15,Organização,mobile,135,32,16,9
2025-11-15,Organização,desktop,234,57,30,20
2025-11-15,Elétrica,mobile,118,32,15,5
2025-11-15,Elétrica,desktop,240,52,27,9
2025-11-15,Hidráulica,mobile,259,69,37,14
2025-11-15,Hidráulica,desktop,131,32,16,7
2025-11-15,Pintura e Acabamento,mobile,96,25,13,8
2025-11-15,Pintura e Acabamento,desktop,138,29,16,9
2025-11-15,Segurança,mobile,134,29,13,3
2025-11-15,Segurança,desktop,94,21,10,3
2025-11-16,Ferramentas,mobile,104,23,13,8
2025-11-16,Ferramentas,desktop,168,45,24,16
2025-11-16,Iluminação,mobile,215,51,25,15
2025-11-16,Iluminação,desktop,229,42,21,14
2025-11-16,Utilidades Domésticas,mobile,263,71,32,20
2025-11-16,Utilidades Domésticas,desktop,241,50,29,23
2025-11-16,Jardim e Área Externa,mobile,254,70,32,22
2025-11-16,Jardim e Área Externa,desktop,141,39,18,12
2025-11-16,Organização,mobile,225,54,29,23
2025-11-16,Organização,desktop,81,20,9,7
2025-11-16,Elétrica,mobile,272,61,33,12
2025-11-16,Elétrica,desktop,105,19,9,3
2025-11-16,Hidráulica,mobile,103,21,11,5
2025-11-16,Hidráulica,desktop,229,62,28,11
2025-11-16,Pintura e Acabamento,mobile,146,35,20,14
2025-11-16,Pintura e Acabamento,desktop,243,49,23,15
2025-11-16,Segurança,mobile,85,20,9,3
2025-11-16,Segurança,desktop,172,40,22,6
2025-11-17,Ferramentas,mobile,85,19,9,5
2025-11-17,Ferramentas,desktop,155,30,17,9
2025-11-17,Iluminação,mobile,269,62,30,23
2025-11-17,Iluminação,desktop,218,40,21,15
2025-11-17,Utilidades Domésticas,mobile,262,56,27,22
2025-11-17,Utilidades Domésticas,desktop,292,56,29,23
2025-11-17,Jardim e Área Externa,mobile,111,22,12,7
2025-11-17,Jardim e Área Externa,desktop,261,67,35,20
2025-11-17,Organização,mobile,172,36,21,15
2025-11-17,Organização,desktop,131,31,16,12
2025-11-17,Elétrica,mobile,96,25,13,5
2025-11-17,Elétrica,desktop,274,73,34,13
2025-11-17,Hidráulica,mobile,221,51,23,9
2025-11-17,Hidráulica,desktop,296,58,26,10
2025-11-17,Pintura e Acabamento,mobile,259,50,28,20
2025-11-17,Pintura e Acabamento,desktop,195,48,24,18
2025-11-17,Segurança,mobile,98,21,11,3
2025-11-17,Segurança,desktop,209,49,27,7
2025-11-18,Ferramentas,mobile,240,56,25,15
2025-11-18,Ferramentas,desktop,115,28,13,7
2025-11-18,Iluminação,mobile,214,51,24,17
2025-11-18,Iluminação,desktop,170,41,22,13
2025-11-18,Utilidades Domésticas,mobile,155,38,20,13
2025-11-18,Utilidades Domésticas,desktop,267,64,37,26
2025-11-18,Jardim e Área Externa,mobile,176,40,21,14
2025-11-18,Jardim e Área Externa,desktop,117,27,13,8
2025-11-18,Organização,mobile,111,30,16,11
2025-11-18,Organização,desktop,204,48,21,17
2025-11-18,Elétrica,mobile,198,41,22,7
2025-11-18,Elétrica,desktop,193,52,27,9
2025-11-18,Hidráulica,mobile,242,64,30,14
2025-11-18,Hidráulica,desktop,209,46,23,10
2025-11-18,Pintura e Acabamento,mobile,223,45,24,16
2025-11-18,Pintura e Acabamento,desktop,208,39,17,11
2025-11-18,Segurança,mobile,137,28,13,3
2025-11-18,Segurança,desktop,272,67,40,12
2025-11-19,Ferramentas,mobile,159,32,15,10
2025-11-19,Ferramentas,desktop,295,77,37,19
2025-11-19,Iluminação,mobile,222,55,26,18
2025-11-19,Iluminação,desktop,112,30,16,10
2025-11-19,Utilidades Domésticas,mobile,278,52,26,19
2025-11-19,Utilidades Domésticas,desktop,102,24,11,7
2025-11-19,Jardim e Área Externa,mobile,151,36,17,9
2025-11-19,Jardim e Área Externa,desktop,183,40,23,17
2025-11-19,Organização,mobile,97,20,11,7
2025-11-19,Organização,desktop,184,45,23,18
2025-11-19,Elétrica,mobile,114,25,13,5
2025-11-19,Elétrica,desktop,181,41,20,8
2025-11-19,Hidráulica,mobile,90,24,12,4
2025-11-19,Hidráulica,desktop,232,51,26,11
2025-11-19,Pintura e Acabamento,mobile,217,42,24,18
2025-11-19,Pintura e Acabamento,desktop,113,20,11,7
2025-11-19,Segurança,mobile,154,36,18,5
2025-11-19,Segurança,desktop,100,19,9,3
2025-11-20,Ferramentas,mobile,242,53,27,18
2025-11-20,Ferramentas,desktop,246,58,27,16
2025-11-20,Iluminação,mobile,290,72,37,23
2025-11-20,Iluminação,desktop,239,51,30,22
2025-11-20,Utilidades Domésticas,mobile,152,40,21,16
2025-11-20,Utilidades Domésticas,desktop,220,59,32,27
2025-11-20,Jardim e Área Externa,mobile,183,38,22,13
2025-11-20,Jardim e Área Externa,desktop,217,42,22,16
2025-11-20,Organização,mobile,210,42,23,14
2025-11-20,Organização,desktop,258,65,34,27
2025-11-20,Elétrica,mobile,89,16,9,3
2025-11-20,Elétrica,desktop,148,32,15,6
2025-11-20,Hidráulica,mobile,218,55,25,10
2025-11-20,Hidráulica,desktop,200,47,27,11
2025-11-20,Pintura e Acabamento,mobile,137,31,16,12
2025-11-20,Pintura e Acabamento,desktop,230,50,27,16
2025-11-20,Segurança,mobile,144,36,20,7
2025-11-20,Segurança,desktop,264,68,35,11
2025-11-21,Ferramentas,mobile,92,19,9,5
2025-11-21,Ferramentas,desktop,274,52,24,13
2025-11-21,Iluminação,mobile,268,48,25,15
2025-11-21,Iluminação,desktop,232,61,29,19
2025-11-21,Utilidades Domésticas,mobile,119,32,15,11
2025-11-21,Utilidades Domésticas,desktop,258,64,37,28
2025-11-21,Jardim e Área Externa,mobile,146,27,12,7
2025-11-21,Jardim e Área Externa,desktop,237,55,26,16
2025-11-21,Organização,mobile,172,32,17,13
2025-11-21,Organização,desktop,102,21,11,9
2025-11-21,Elétrica,mobile,125,24,13,5
2025-11-21,Elétrica,desktop,150,39,20,8
2025-11-21,Hidráulica,mobile,290,66,31,14
2025-11-21,Hidráulica,desktop,239,53,27,11
2025-11-21,Pintura e Acabamento,mobile,93,21,11,7
2025-11-21,Pintura e Acabamento,desktop,299,71,40,29
2025-11-21,Segurança,mobile,191,38,17,4
2025-11-21,Segurança,desktop,93,18,10,2
2025-11-22,Ferramentas,mobile,275,65,36,21
2025-11-22,Ferramentas,desktop,158,40,19,12
2025-11-22,Iluminação,mobile,119,27,12,8
2025-11-22,Iluminação,desktop,216,44,22,14
2025-11-22,Utilidades Domésticas,mobile,109,29,14,9
2025-11-22,Utilidades Domésticas,desktop,123,31,17,14
2025-11-22,Jardim e Área Externa,mobile,291,71,33,18
2025-11-22,Jardim e Área Externa,desktop,228,51,24,17
2025-11-22,Organização,mobile,266,55,26,21
2025-11-22,Organização,desktop,220,43,23,15
2025-11-22,Elétrica,mobile,186,44,22,7
2025-11-22,Elétrica,desktop,98,22,11,4
2025-11-22,Hidráulica,mobile,234,59,29,10
2025-11-22,Hidráulica,desktop,139,26,14,5
2025-11-22,Pintura e Acabamento,mobile,199,43,21,14
2025-11-22,Pintura e Acabamento,desktop,152,35,16,10
2025-11-22,Segurança,mobile,130,35,17,4
2025-11-22,Segurança,desktop,134,27,14,4
2025-11-23,Ferramentas,mobile,108,22,12,8
2025-11-23,Ferramentas,desktop,106,20,10,5
2025-11-23,Iluminação,mobile,81,18,9,6
2025-11-23,Iluminação,desktop,295,82,42,29
2025-11-23,Utilidades Domésticas,mobile,287,64,29,25
2025-11-23,Utilidades Domésticas,desktop,267,55,31,22
2025-11-23,Jardim e Área Externa,mobile,220,49,28,18
2025-11-23,Jardim e Área Externa,desktop,199,35,18,10
2025-11-23,Organização,mobile,258,68,40,30
2025-11-23,Organização,desktop,141,38,18,12
2025-11-23,Elétrica,mobile,283,66,33,12
2025-11-23,Elétrica,desktop,103,25,14,4
2025-11-23,Hidráulica,mobile,243,44,25,11
2025-11-23,Hidráulica,desktop,256,71,36,16
2025-11-23,Pintura e Acabamento,mobile,212,49,24,15
2025-11-23,Pintura e Acabamento,desktop,108,28,13,8
2025-11-23,Segurança,mobile,88,24,11,4
2025-11-23,Segurança,desktop,207,40,18,6
2025-11-24,Ferramentas,mobile,117,22,12,8
2025-11-24,Ferramentas,desktop,276,56,32,17
2025-11-24,Iluminação,mobile,250,50,28,19
2025-11-24,Iluminação,desktop,121,29,16,10
2025-11-24,Utilidades Domésticas,mobile,274,76,34,24
2025-11-24,Utilidades Domésticas,desktop,111,26,14,9
2025-11-24,Jardim e Área Externa,mobile,148,33,15,9
2025-11-24,Jardim e Área Externa,desktop,119,25,11,7
2025-11-24,Organização,mobile,87,21,11,8
2025-11-24,Organização,desktop,206,52,26,20
2025-11-24,Elétrica,mobile,192,39,23,10
2025-11-24,Elétrica,desktop,123,31,18,6
2025-11-24,Hidráulica,mobile,260,69,35,13
2025-11-24,Hidráulica,desktop,138,26,12,5
2025-11-24,Pintura e Acabamento,mobile,240,63,32,20
2025-11-24,Pintura e Acabamento,desktop,263,68,38,22
2025-11-24,Segurança,mobile,162,40,22,8
2025-11-24,Segurança,desktop,106,26,12,3
2025-11-25,Ferramentas,mobile,214,46,27,16
2025-11-25,Ferramentas,desktop,231,56,25,17
2025-11-25,Iluminação,mobile,261,69,41,30
2025-11-25,Iluminação,desktop,273,55,27,17
2025-11-25,Utilidades Domésticas,mobile,90,21,11,9
2025-11-25,Utilidades Domésticas,desktop,120,24,10,6
2025-11-25,Jardim e Área Externa,mobile,233,54,30,19
2025-11-25,Jardim e Área Externa,desktop,119,31,18,12
2025-11-25,Organização,mobile,90,18,9,6
2025-11-25,Organização,desktop,138,35,16,11
2025-11-25,Elétrica,mobile,235,63,37,14
2025-11-25,Elétrica,desktop,241,57,31,11
2025-11-25,Hidráulica,mobile,81,19,10,4
2025-11-25,Hidráulica,desktop,223,48,25,9
2025-11-25,Pintura e Acabamento,mobile,193,51,28,17
2025-11-25,Pintura e Acabamento,desktop,229,48,27,19
2025-11-25,Segurança,mobile,156,38,22,6
2025-11-25,Segurança,desktop,164,32,17,5
2025-11-26,Ferramentas,mobile,80,15,7,4
2025-11-26,Ferramentas,desktop,218,55,29,15
2025-11-26,Iluminação,mobile,265,73,33,20
2025-11-26,Iluminação,desktop,235,53,26,19
2025-11-26,Utilidades Domésticas,mobile,299,62,33,28
2025-11-26,Utilidades Domésticas,desktop,92,23,11,7
2025-11-26,Jardim e Área Externa,mobile,255,55,25,18
2025-11-26,Jardim e Área Externa,desktop,215,40,22,12
2025-11-26,Organização,mobile,86,23,12,7
2025-11-26,Organização,desktop,176,41,21,15
2025-11-26,Elétrica,mobile,121,22,11,3
2025-11-26,Elétrica,desktop,256,46,25,10
2025-11-26,Hidráulica,mobile,150,30,13,6
2025-11-26,Hidráulica,desktop,220,39,20,9
2025-11-26,Pintura e Acabamento,mobile,133,33,16,9
2025-11-26,Pintura e Acabamento,desktop,189,48,27,16
2025-11-26,Segurança,mobile,267,70,32,11
2025-11-26,Segurança,desktop,160,38,21,7
2025-11-27,Ferramentas,mobile,289,52,27,14
2025-11-27,Ferramentas,desktop,292,67,36,20
2025-11-27,Iluminação,mobile,169,38,20,11
2025-11-27,Iluminação,desktop,242,61,30,22
2025-11-27,Utilidades Domésticas,mobile,89,21,12,7
2025-11-27,Utilidades Domésticas,desktop,128,33,18,13
2025-11-27,Jardim e Área Externa,mobile,133,29,15,8
2025-11-27,Jardim e Área Externa,desktop,98,23,10,7
2025-11-27,Organização,mobile,228,54,26,16
2025-11-27,Organização,desktop,135,34,16,11
2025-11-27,Elétrica,mobile,102,24,13,4
2025-11-27,Elétrica,desktop,246,48,24,9
2025-11-27,Hidráulica,mobile,165,34,16,7
2025-11-27,Hidráulica,desktop,223,41,18,7
2025-11-27,Pintura e Acabamento,mobile,202,53,30,22
2025-11-27,Pintura e Acabamento,desktop,140,39,20,13
2025-11-27,Segurança,mobile,253,49,25,7
2025-11-27,Segurança,desktop,269,74,40,13
2025-11-28,Ferramentas,mobile,196,37,18,10
2025-11-28,Ferramentas,desktop,215,59,31,17
2025-11-28,Iluminação,mobile,193,48,21,14
2025-11-28,Iluminação,desktop,111,20,9,5
2025-11-28,Utilidades Domésticas,mobile,164,37,19,12
2025-11-28,Utilidades Domésticas,desktop,88,19,9,6
2025-11-28,Jardim e Área Externa,mobile,237,53,24,15
2025-11-28,Jardim e Área Externa,desktop,82,20,9,6
2025-11-28,Organização,mobile,153,41,18,12
2025-11-28,Organização,desktop,183,37,19,15
2025-11-28,Elétrica,mobile,157,29,16,6
2025-11-28,Elétrica,desktop,203,40,18,7
2025-11-28,Hidráulica,mobile,156,41,22,10
2025-11-28,Hidráulica,desktop,163,43,23,10
2025-11-28,Pintura e Acabamento,mobile,289,67,37,23
2025-11-28,Pintura e Acabamento,desktop,203,53,24,17
2025-11-28,Segurança,mobile,262,62,34,9
2025-11-28,Segurança,desktop,249,55,30,9
2025-11-29,Ferramentas,mobile,121,31,15,7
2025-11-29,Ferramentas,desktop,255,59,34,20
2025-11-29,Iluminação,mobile,203,55,27,16
2025-11-29,Iluminação,desktop,236,60,30,19
2025-11-29,Utilidades Domésticas,mobile,115,29,14,11
2025-11-29,Utilidades Domésticas,desktop,153,37,20,17
2025-11-29,Jardim e Área Externa,mobile,262,57,33,18
2025-11-29,Jardim e Área Externa,desktop,147,28,12,7
2025-11-29,Organização,mobile,128,27,14,8
2025-11-29,Organização,desktop,153,41,19,12
2025-11-29,Elétrica,mobile,139,33,17,7
2025-11-29,Elétrica,desktop,168,43,19,8
2025-11-29,Hidráulica,mobile,144,36,20,7
2025-11-29,Hidráulica,desktop,196,43,23,8
2025-11-29,Pintura e Acabamento,mobile,112,25,13,9
2025-11-29,Pintura e Acabamento,desktop,87,24,10,7
2025-11-29,Segurança,mobile,241,58,33,11
2025-11-29,Segurança,desktop,91,19,10,2
2025-11-30,Ferramentas,mobile,191,50,28,19
2025-11-30,Ferramentas,desktop,129,33,15,9
2025-11-30,Iluminação,mobile,136,36,17,13
2025-11-30,Iluminação,desktop,150,38,17,11
2025-11-30,Utilidades Domésticas,mobile,116,31,17,13
2025-11-30,Utilidades Domésticas,desktop,243,61,31,24
2025-11-30,Jardim e Área Externa,mobile,264,73,43,28
2025-11-30,Jardim e Área Externa,desktop,268,57,31,22
2025-11-30,Organização,mobile,83,15,8,5
2025-11-30,Organização,desktop,235,55,25,19
2025-11-30,Elétrica,mobile,206,50,22,9
2025-11-30,Elétrica,desktop,282,60,31,12
2025-11-30,Hidráulica,mobile,240,66,31,11
2025-11-30,Hidráulica,desktop,210,42,22,9
2025-11-30,Pintura e Acabamento,mobile,249,67,35,23
2025-11-30,Pintura e Acabamento,desktop,96,17,8,5
2025-11-30,Segurança,mobile,185,34,16,5
2025-11-30,Segurança,desktop,110,25,14,3
2025-12-01,Ferramentas,mobile,94,22,12,7
2025-12-01,Ferramentas,desktop,295,64,35,21
2025-12-01,Iluminação,mobile,104,25,13,9
2025-12-01,Iluminação,desktop,296,70,37,24
2025-12-01,Utilidades Domésticas,mobile,187,40,22,18
2025-12-01,Utilidades Domésticas,desktop,282,55,30,22
2025-12-01,Jardim e Área Externa,mobile,174,31,18,13
2025-12-01,Jardim e Área Externa,desktop,212,58,34,20
2025-12-01,Organização,mobile,241,67,35,23
2025-12-01,Organização,desktop,279,56,31,24
2025-12-01,Elétrica,mobile,190,36,20,6
2025-12-01,Elétrica,desktop,276,71,38,16
2025-12-01,Hidráulica,mobile,143,27,15,6
2025-12-01,Hidráulica,desktop,184,42,19,7
2025-12-01,Pintura e Acabamento,mobile,111,27,14,10
2025-12-01,Pintura e Acabamento,desktop,269,49,25,14
2025-12-01,Segurança,mobile,231,52,29,9
2025-12-01,Segurança,desktop,290,72,42,13
2025-12-02,Ferramentas,mobile,203,51,27,17
2025-12-02,Ferramentas,desktop,135,37,20,12
2025-12-02,Iluminação,mobile,211,42,23,15
2025-12-02,Iluminação,desktop,85,16,8,5
2025-12-02,Utilidades Domésticas,mobile,83,20,9,6
2025-12-02,Utilidades Domésticas,desktop,248,47,25,20
2025-12-02,Jardim e Área Externa,mobile,106,20,10,6
2025-12-02,Jardim e Área Externa,desktop,141,32,18,11
2025-12-02,Organização,mobile,134,34,18,14
2025-12-02,Organização,desktop,222,49,25,15
2025-12-02,Elétrica,mobile,125,28,14,4
2025-12-02,Elétrica,desktop,258,60,28,12
2025-12-02,Hidráulica,mobile,257,52,26,11
2025-12-02,Hidráulica,desktop,155,28,15,6
2025-12-02,Pintura e Acabamento,mobile,178,39,23,13
2025-12-02,Pintura e Acabamento,desktop,141,26,12,7
2025-12-02,Segurança,mobile,137,29,16,5
2025-12-02,Segurança,desktop,164,42,21,6
2025-12-03,Ferramentas,mobile,238,64,32,19
2025-12-03,Ferramentas,desktop,110,24,12,7
2025-12-03,Iluminação,mobile,293,70,33,24
2025-12-03,Iluminação,desktop,177,34,18,11
2025-12-03,Utilidades Domésticas,mobile,236,44,20,14
2025-12-03,Utilidades Domésticas,desktop,124,27,14,11
2025-12-03,Jardim e Área Externa,mobile,291,60,33,21
2025-12-03,Jardim e Área Externa,desktop,187,36,18,12
2025-12-03,Organização,mobile,119,32,18,11
2025-12-03,Organização,desktop,205,39,22,14
2025-12-03,Elétrica,mobile,223,50,25,10
2025-12-03,Elétrica,desktop,270,52,25,10
2025-12-03,Hidráulica,mobile,288,79,39,18
2025-12-03,Hidráulica,desktop,123,27,14,5
2025-12-03,Pintura e Acabamento,mobile,232,45,24,17
2025-12-03,Pintura e Acabamento,desktop,158,42,23,15
2025-12-03,Segurança,mobile,95,18,10,3
2025-12-03,Segurança,desktop,192,36,19,6
2025-12-04,Ferramentas,mobile,286,54,29,15
2025-12-04,Ferramentas,desktop,132,35,16,10
